id,used_mock,skip_reason,label,sentiment,category,post,s1_summary,s1_salient,s1_estimated_risk,s2_text,s2_target,s2_style
155,emulated,,bipolar,neutral,postpartum,"I feel like I'm living in a constant state of numbness, like there's no way to feel anything at all. It's like there's no way to find any emotions.",Parent reports restlessness even when the baby sleeps; notes partner on late shifts and language barrier at clinic.,partner on late shifts; language barrier at clinic,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—partner on late shifts, language barrier at clinic showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
156,emulated,,no,neutral,postpartum,omg haha first off thank but also you silly silly little person copy and paste what said qrt it and say what similarities you have to the character and post it then giving people other fictional characters that reply its chain,Parent reports worry that I’m not bonding; notes colicky evenings and language barrier at clinic.,colicky evenings; language barrier at clinic,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—colicky evenings, language barrier at clinic showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
157,emulated,,postpartum,neutral,postpartum,"My body feels foreign to me, and I don't recognize the person staring back at me in the mirror. It's like I'm mourning the loss of my old self. #postpartumbody",Parent reports tearfulness without a clear reason; notes return-to-work pressure and sleep fragmentation.,return-to-work pressure; sleep fragmentation,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—return-to-work pressure, sleep fragmentation showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
158,emulated,,bipolar,neutral,postpartum,@livelaughdyna and now im hornet im starting to think i have some type of bipolar disorder,Parent reports irritability that turns to remorse; notes three-hour feeding cycles and short parental leave.,three-hour feeding cycles; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—three-hour feeding cycles, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
159,emulated,,atypical,neutral,postpartum,"ADHD, anxiety, depression/burn out, dysthymia, idiopathic hypersomnia AND doctors trying to see if I have EDS or fibromyalgia on top of this æ§¶",Parent reports tearfulness without a clear reason; notes sleep fragmentation and short parental leave; mentions anx.,sleep fragmentation; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—sleep fragmentation, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
160,emulated,,psychotic,neutral,postpartum,@bacchusrights Could also be because they perceive you as having insight into your condition which classically excludes a diagnosis of full mania or psychotic depression. I have had this problem back in 1998 when a GP refused me antipsychotic medication,Parent reports restlessness even when the baby sleeps; notes three-hour feeding cycles and partner on late shifts.,three-hour feeding cycles; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—three-hour feeding cycles, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
161,emulated,,postpartum,neutral,postpartum,"@TorontoSalsa Honestly, my depression and anxiety have been so bad for 6-7 years following postpartum depression I never took care of. It got so bad a couple weeks ago I was having uncontrollable suicidal thoughts. Thats when I decided to take my life ",Parent reports guilt about not doing enough; notes short parental leave and three-hour feeding cycles; mentions anx.,short parental leave; three-hour feeding cycles,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—short parental leave, three-hour feeding cycles showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
162,emulated,,postpartum,neutral,postpartum,i have the worst postpartum depression!,Parent reports anxiety spikes at night; notes moved recently and financial stressors.,moved recently; financial stressors,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—moved recently, financial stressors showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
163,emulated,,postpartum,neutral,postpartum,"I feel like I'm on a roller coaster, one minute I'm up and the next minute I'm down. It's exhausting, but I keep pushing through because I have to take care of my baby.",Parent reports loneliness when everyone leaves; notes older sibling care load and short parental leave.,older sibling care load; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—older sibling care load, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
164,emulated,,atypical,neutral,postpartum,é‰omg how can u sleep that muché‰‚ i have hypersomnia and cannot fully function without 20-22 hours of sleep a night,Parent reports irritability that turns to remorse; notes short parental leave and older sibling care load; mentions sleep.,short parental leave; older sibling care load,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—short parental leave, older sibling care load showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
165,emulated,,psychotic,neutral,postpartum,"@EmmaJudge7 @harrietKay5 @psychotic_18 @Angela_Mc_G No, I havent. But if I ever have severe psychotic depression in the future and my psychiatrist considers that ECT is indicated, I hope that he or she will treat me. Id want to get better.",Parent reports restlessness even when the baby sleeps; notes language barrier at clinic and colicky evenings.,language barrier at clinic; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—language barrier at clinic, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
166,emulated,,atypical,neutral,postpartum,i have both insomnia and hypersomnia; i cant sleep then i do and i cant leave my fucking bed,Parent reports anxiety spikes at night; notes moved recently and post-cesarean soreness; mentions sleep.,moved recently; post-cesarean soreness,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—moved recently, post-cesarean soreness showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
167,emulated,,major depressive,neutral,postpartum,so many questions!!! do i hate my job or was it just the undiagnosed adhd?? what do you MEAN i have to manage it for the rest of my life??? life already gave my gad ocd obesity and major depressive disorder wdyfm i have to deal with adhd now too,Parent reports anxiety spikes at night; notes identity shift after birth and colicky evenings.,identity shift after birth; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—identity shift after birth, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
168,emulated,,atypical,neutral,postpartum,"@wolflonest Lol what?? People say that? I've got diagnosed atypical depression, have had it for 14 years, and it hasn't yet compelled me to whitewash anyone or anything. People are using any excuse now! æ§„",Parent reports fatigue that lingers through the day; notes partner on late shifts and identity shift after birth.,partner on late shifts; identity shift after birth,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—partner on late shifts, identity shift after birth showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
169,emulated,,atypical,neutral,postpartum,"@LoveAmuSystem @JulianaGood1009 I like this idea. I was thinking about saying some kind of system or way to alert that we're sleeping and ok vs having an emergency.
 
 I have idiopathic hypersomnia which is similar to narcolepsy, and I am very difficult t",Parent reports overwhelm when routines collapse; notes three-hour feeding cycles and sleep fragmentation; mentions sleep.,three-hour feeding cycles; sleep fragmentation,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—three-hour feeding cycles, sleep fragmentation showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
170,emulated,,bipolar,neutral,postpartum,"The anxiety I feel is like a suffocating blanket, like there's no way to breathe. It's like there's no way to find any relief.",Parent reports fatigue that lingers through the day; notes older sibling care load and colicky evenings; mentions anx.,older sibling care load; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—older sibling care load, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
171,emulated,,psychotic,neutral,postpartum,"I'm so tired all the time, but I can't rest. My mind won't let me. It's like there's a constant storm raging inside me, and I'm caught in the middle.",Parent reports fatigue that lingers through the day; notes formula transition uncertainty and sleep fragmentation.,formula transition uncertainty; sleep fragmentation,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—formula transition uncertainty, sleep fragmentation showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
172,emulated,,postpartum,neutral,postpartum,"I'm tired of putting on a facade, pretending everything is okay when it's not. I wish someone would see through the act and help me.",Parent reports anxiety spikes at night; notes sleep fragmentation and post-cesarean soreness.,sleep fragmentation; post-cesarean soreness,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—sleep fragmentation, post-cesarean soreness showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
173,emulated,,postpartum,neutral,postpartum,"é‰If she were actually depressed she should have taken her baby to someone and let him have a good homeé‰‚ 
 
 Im not condoning anyone killing a baby at all, its a sad situation. But if youve never been through  depression, dont talk about it.",Parent reports tearfulness without a clear reason; notes older sibling care load and language barrier at clinic.,older sibling care load; language barrier at clinic,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—older sibling care load, language barrier at clinic showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
174,emulated,,postpartum,neutral,postpartum,"They show in short what happens to women who have children, women who choose to remain without child, women that go through  depression. Very brief but I think it's good that they mentioned these. Or else this drama would just seem like single women who want to get",Parent reports anxiety spikes at night; notes older sibling care load and formula transition uncertainty.,older sibling care load; formula transition uncertainty,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—older sibling care load, formula transition uncertainty showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
175,emulated,,postpartum,neutral,postpartum,"Sleep deprivation is taking its toll on me. I'm irritable, anxious, and emotionally drained. All I want is to sleep, but even when I get the chance, I can't seem to shut off my racing thoughts.",Parent reports tearfulness without a clear reason; notes moved recently and breastfeeding latch challenges; mentions sleep.,moved recently; breastfeeding latch challenges,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—moved recently, breastfeeding latch challenges showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
176,emulated,,postpartum,neutral,postpartum,"I never expected motherhood to be this lonely. I'm surrounded by people, but still feel incredibly alone in my struggles.",Parent reports irritability that turns to remorse; notes limited local support and post-cesarean soreness; mentions lonely.,limited local support; post-cesarean soreness,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—limited local support, post-cesarean soreness showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
177,emulated,,psychotic,neutral,postpartum,The guilt and shame of burdening others with my illness only adds to the depression. It's a vicious cycle.,Parent reports guilt about not doing enough; notes colicky evenings and identity shift after birth.,colicky evenings; identity shift after birth,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—colicky evenings, identity shift after birth showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
178,emulated,,postpartum,neutral,postpartum,"Every day feels like a battle. Getting out of bed is a struggle, and I'm constantly on edge. I'm scared to be alone with my baby because I don't trust myself. I feel like I'm drowning in a sea of emotions, and I don't know how to swim.",Parent reports irritability that turns to remorse; notes financial stressors and identity shift after birth.,financial stressors; identity shift after birth,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—financial stressors, identity shift after birth showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
179,emulated,,postpartum,neutral,postpartum,"Im such an overachiever that I got my é‰postpartumé‰‚ depression 6 weeks early!! It sucks but I have good support and am working through it. 
 
 I cant even imagine how much worse this would be if I were being forced to carry this baby to term against my will. #AbortionIsHealthcare",Parent reports loneliness when everyone leaves; notes colicky evenings and three-hour feeding cycles; mentions support.,colicky evenings; three-hour feeding cycles,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—colicky evenings, three-hour feeding cycles showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
180,emulated,,bipolar,neutral,postpartum,"Sometimes my mind feels like a maze, with no clear path to the exit. It's like I'm lost in my own thoughts.",Parent reports guilt about not doing enough; notes three-hour feeding cycles and post-cesarean soreness.,three-hour feeding cycles; post-cesarean soreness,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—three-hour feeding cycles, post-cesarean soreness showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
181,emulated,,psychotic,neutral,postpartum,i literally was having suicidal thoughts but then i went to itwar bazar æ§¶æ§‹çŽ,Parent reports worry that I’m not bonding; notes formula transition uncertainty and partner on late shifts.,formula transition uncertainty; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—formula transition uncertainty, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
182,emulated,,postpartum,neutral,postpartum,"It's been months since my baby was born, but I still can't shake this feeling of emptiness. I love him more than anything in this world, but sometimes I feel like I'm failing him. It's like I'm watching my life from the outside, and everything is just gray.",Parent reports tearfulness without a clear reason; notes sleep fragmentation and short parental leave.,sleep fragmentation; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—sleep fragmentation, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
183,emulated,,postpartum,neutral,postpartum,This is unforgivable. I suffered from  depression with my first child - it was a dark time in our family. To have the means to offer help but refuse it is beyond negligent and inhumane.,Parent reports anxiety spikes at night; notes sleep fragmentation and partner on late shifts.,sleep fragmentation; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—sleep fragmentation, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
184,emulated,,major depressive,neutral,postpartum,"I know I should be grateful for all the good things in my life, but it's hard to feel anything when I'm constantly consumed by negative thoughts. It's like I'm trapped in my own head and I can't escape.",Parent reports irritability that turns to remorse; notes breastfeeding latch challenges and partner on late shifts.,breastfeeding latch challenges; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—breastfeeding latch challenges, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
185,emulated,,atypical,neutral,postpartum,I think I have atypical depression? http://bit.ly/bTVPYj #atypical #Depression #think,Parent reports anxiety spikes at night; notes formula transition uncertainty and older sibling care load.,formula transition uncertainty; older sibling care load,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—formula transition uncertainty, older sibling care load showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
