Post,Label,Category,Sentiment
I definitely have postpartum depression and its like awkward. Im so aware of it that I go out of my way to not let it take over.,postpartum,postpartum,neutral
Im ngl i definitely have postpartum depression  need help lol,postpartum,postpartum,neutral
"@idrmofkiki I have postpartum depression myself, this case is a serious level though. Mental illness shouldnt be an excuse to murder anyone especially a baby plain and simple. Dont excuse this womans horrific actions.",postpartum,postpartum,neutral
"i really am out here with some amazing people in my life. this past year ive struggled so bad with postpartum depression. and i still am struggling to this day. its not easy on me, my relationship and my friendships. so to those that have stuck along with me. thank you.",postpartum,postpartum,neutral
Bailey was a bad vibe when she was born because she never went to sleep. We still have the same problem so stayed a bad vibe. I was a bad vibe because I had the postpartum depression. We was such bad vibes,postpartum,postpartum,neutral
"@Liz_Wheeler Hi having my third kid put me into a mental health tailspin I still havent recovered from. I had postpartum depression with my second. Not very satisfying. Not wonderful. 
 
 And yet I still had people like you telling me to have more. 
 
",postpartum,postpartum,neutral
"https://t.co/pHlfLHeLwx
 
 é‰I was seven months postpartum when my postpartum depression came on. My ability to have access to health insurance probably, like, kept me functioning.é‰‚
 
 Read more below.",postpartum,postpartum,neutral
Fighting postpartum depression is very difficult but Im winning by the grace of god! æª¶å¾‘ i have my days but prayer works ! æŒ,postpartum,postpartum,neutral
"My daughter is about to be 5, and I still have postpartum depression.. terrible anxiety  I honestly think I have adhd as well",postpartum,postpartum,neutral
@selenaunicornss I know depression sucks. Ive been dealing with some postpartum depression myself and the only thing that makes me feel better is talking to God. Idk what your spiritual life is like but getting to know Jesus is a help like no other! I,postpartum,postpartum,neutral
i just literally sat here  cried to my daughter cause im really battling postpartum depression  shes all that i have ã‚ºæŒæŒæŒ,postpartum,postpartum,neutral
"@Mdleleni @varskind Postpartum depression is so real. Hit me briefly, but intensely with the birth of my last one. I was lucky to have the dad next to me helping me through",postpartum,postpartum,neutral
"@ravenscimaven Hugs, I'm so sorry. Years ago I had postpartum depression and anxiety. Wouldn't wish it on anyone but at least I now have deeper empathy. No one really knows except those who have been in the hole. æŒƒ",postpartum,postpartum,neutral
"Had a virtual appt with my OB to discuss the meds she put me on for my postpartum depression and at the end she was like é‰ok well youre not due for anything else, so Ill see you when you have your next baby!é‰‚ https://t.co/J4nN86Aq9r",postpartum,postpartum,neutral
"Seriously. My daughter turn 3 ina few months. I still have postpartum depression, on top of losing Monte  raising two kids he helped with !",postpartum,postpartum,neutral
"Im so weird, æ§€æ§€
 I was was depressed for a whole week because I discovered postpartum depression, and I was just scared.
 I dont have any kids and Im not anywhere near to having kids.",postpartum,postpartum,neutral
Cool . . . Pretty sure I have postpartum anxiety. Didn't realize it was a thing buttt it's just as much a thing as postpartum depression good thing I planned to go to my doctor about it. But during gremlins 9 months cause I can't go on medication anyway with pumping. Fml,postpartum,postpartum,neutral
"My most fucked up dream may not seem like much to anyone else but it was deep in my postpartum depression. I was falling into darkness and a demonic voice spoke to me asking if I wanted to live or die.
 
 In that dream there was no doubt in my mind, if chose to die i would have",postpartum,postpartum,neutral
Bruckmann said I might have postpartum depression but recital version so no baby ãŠ idk about the recital part but maybe just the depression part haha fun times ã‰,postpartum,postpartum,neutral
@JEFFHARDYBRAND I need some advice and some help to get me back to me. Ive been fighting postpartum depression and anxiety (for the past 7 years) and have been losing my ass off. I have 3 small baby boys depending on me and Im desperately failing th,postpartum,postpartum,neutral
@MethiaLydiaN I went through postpartum depression it all started with hours in labour alone by myself so even when the baby came I was already tayad alot happened I failed to shade off the baby weight that was the heaviest I have ever been I was called n,postpartum,postpartum,neutral
"I say ehnn.... I had postpartum depression, cos I felt my body wasn't going to go back to the way it was, especially my belly. 
 It was really serious, I had to go for counseling. 
 Some people in here, just like talking about things they have no idea of.",postpartum,postpartum,neutral
"@formerlykilla Exactly! I never had anxiety but I had horrible PostPartum Depression and Im sorry but no, you do not have depression. Youre just sad for a day.",postpartum,postpartum,neutral
Im not against a postpartum depression plotline that involves Maddie needing some time to herself but they didnt need to have her just FLEE IN THE NIGHT. #911onFOX,postpartum,postpartum,neutral
@SCB_Ben @jonkerlin @theodd1sout I've had postpartum depression lately and your YouTube videos have helped me feel a lot better! Thanks!,postpartum,postpartum,neutral
"@iamshaderia I have some thermal pills that have been helping me! Granted, mine is from 2 kids and postpartum depression BUT I can share if you want",postpartum,postpartum,neutral
"@MBoston89 This touched my soul; I completely lost myself after having the twins. Then on top of that, I silently battled postpartum depression for almost a year. You are not alone, sister, and I am so proud of you for speaking out about it. 
 Your troops",postpartum,postpartum,neutral
"@FailedLDSWoman I was so overwhelmed  had postpartum depression with #1 I refused any conversation of another one for 4 years! #2 was easier but I was 40. My boys are 5yrs apart.
  Glad I have #2-he is a joy but I can't do more babies. It's too hard.",postpartum,postpartum,neutral
Ive been trying to get into therapy for my postpartum depression since at least DecemberçŒž its now March and I have yet to hear back,postpartum,postpartum,neutral
"I have postpartum depression, a nasty war currently in the world where people are suffering the abuse of a tyrant, covid and when I have a minute to enjoy myself two idiots ruin and worsen my condition thank you ! @tacobellcare @tacobell",postpartum,postpartum,neutral
i have postpartum depression from our wedding day and reception æ§¶æ§¶,postpartum,postpartum,neutral
@PearlThusi No. My tokophobia keeps getting worse everyday and I think I have postpartum depression and it's mostly affecting my relationship æ§¶,postpartum,postpartum,neutral
Okay I think Im ready to admit I have postpartum depression ã‚´,postpartum,postpartum,neutral
Well it turned out that I have Peripartum (Postpartum depression) and that is why idgf to any shit :/,postpartum,postpartum,neutral
My postpartum depression really comes in waves. I have some good days and some bad days.,postpartum,postpartum,neutral
"@MommyAyumi You definitely hit that shit right on the nail! Thats why postpartum depression is an epidemic! Its okay to not want a family, people literally reduce women down to subhumans once they have kids. Can you imagine getting something for you",postpartum,postpartum,neutral
I think I might have postpartum depression,postpartum,postpartum,neutral
@infintgalaxies Postpartum depression kicking my ass this week. Today was a disaster. I cried twice. But I gotta pull myself together bc I have to plan a 5th bday party for next weekend.,postpartum,postpartum,neutral
I think I have postpartum depression haha https://t.co/ojTvfJFTDB,postpartum,postpartum,neutral
"Working through depression before I had a baby, I thought for sure Id have postpartum depression, but Im actually very happy. Strangely enough I look forward to being with my baby every day. Its like being with her lets me be a homebody without the guilt.",postpartum,postpartum,neutral
I think I still have postpartum depression 17 months out.,postpartum,postpartum,neutral
I have postpartum depression and my husband does not care #Mentalhealth #MentalHealthMatters #MentalHealthAwareness,postpartum,postpartum,neutral
really scared i might have postpartum depressionçŒž,postpartum,postpartum,neutral
I have never been a depressed person but my postpartum depressionçŒž ooooofffçŒž. It will completely change how you look at people and their battles of depression.. æŒ´,postpartum,postpartum,neutral
I also have to say postpartum depression really took my ass down I checked outta reality for a min because of that shit,postpartum,postpartum,neutral
"Im so proud of myself cause I feel like I have  been going through small episodes of postpartum depression  I still managed to figure out a way to get our new house, work  be a mom, not easy but worth it. I have to keep myself together for my baby always.",postpartum,postpartum,neutral
i decided to go off antidepressant meds when son was 1yr old. I was diagnosed with postpartum depression Those meds made me sluggish.. i was at the rock bottom of my life  meds made more lousy .. i decided to quit meds  learn healing. we all have a past  they ain't beautiful!,postpartum,postpartum,neutral
@indiaroyaletv Postpartum depression  anxiety kicked my ass. One reason Ill never have anymore kids,postpartum,postpartum,neutral
"As someone who battled with postpartum depression, I understand what people may feel before suicide but I just encourage you to keep pushing through that despite of what you feel. You have purpose.",postpartum,postpartum,neutral
Can't believe I have postpartum depression smh,postpartum,postpartum,neutral
@CrispyLaw27 I only shave when I have a part. I get postpartum depression every time. æ§¶,postpartum,postpartum,neutral
@rarebeauty @NAMICommunicate Love this é‰‚ã‚ç¬ Ive myself have struggled with postpartum depression as well as extreme anxiety and Ive talked a lot about it on my socials to normalize it and make people who struggle with it as well feel less alone! ï¿½,postpartum,postpartum,neutral
"@breakfasttv Ok, so its #bellletstalkday so I'll talk. I was diagnosed with depression a while ago (could have started when I had bad postpartum depression) but it has gotten a lot worse during the pandemic, being isolated  hardly anyone checking up",postpartum,postpartum,neutral
Sure. Lets talk mental health. Support the hashtag or not. But lets talk mental health. Me? On Escitalopram for anxiety. I have been treated for PTSD after car accident. I have had postpartum depression. I have had suicidal ideation. Life is hard. Lets talk. Ill listen.,postpartum,postpartum,neutral
10 yrs later n I still have PPD (postpartum depression) ã‚º,postpartum,postpartum,neutral
"@AquilaFarrell I had to break it down in parts and do what I could and be ok with following up with whatever wasn't finished the following day.I had postpartum depression, and didn't have the presence of mind to know the signs. I did find my rhythm eventu",postpartum,postpartum,neutral
Postpartum depression is REAL yall! Like I always used to think why are people not happy with their new bundles of joy?!? But now I know!! I LOVE my life and even MORE MY BABY!! But u randomly get these balls of sadness thrown at uã‚º thankful for the support system I have tho,postpartum,postpartum,neutral
Thought I had my postpartum depression under control with my medicine but boy am I wrong æ§¶ good thing I have a drs. Appt on Thursday. #needhelp #ppd,postpartum,postpartum,neutral
i think i have postpartum depression but with art,postpartum,postpartum,neutral
Postpartum depression is one worse things I have ever gone through the judgment that I put on myself in mind daily about what kind of mom I am is exhausting Im never good enough in my mind no matter what I just wish it would go away,postpartum,postpartum,neutral
"im having postpartum depression  my uncle just died tonight æª±å¾‘éˆ²éˆ¾é””ï¿½ im glad i have a good support system  im still putting my daughter first but mann, im going through it rn æ§—",postpartum,postpartum,neutral
"@ScottLEOWarrior I have a postpartum depression, i gave birth last yr october, i have 3 kids, sometimes i cried because i dont know how to do all chores like wash all clothes cleaning the house taking care of my baby and my 2 kids... Im very tired but i j",postpartum,postpartum,neutral
I just shit so much I have postpartum depression,postpartum,postpartum,neutral
"Im so grateful for friends that have checked in on my mental health since Ive had Makyah.
 Postpartum depression is so real - so check in on your recent mom friends. This shit is not easy.",postpartum,postpartum,neutral
"Me: whew! I have postpartum depression under control this time
 
 regular depression: HOLD MY BEER 
 
 æª­æª­æª­æª­",postpartum,postpartum,neutral
"2022 Resolutions
 
 1. Prioritize mental health over accomplishments. For most of my life I have treated mental health activities as a reward rather than a necessity. After a year of postpartum depression followed by a year of therapy, I'm ready to make the mental shift.",postpartum,postpartum,neutral
i have the worst postpartum depression ever lmfao this shit succs,postpartum,postpartum,neutral
I Hate That I Still Have Postpartum depression,postpartum,postpartum,neutral
How do I know if I have postpartum depression? #ichhori #womenpower https://t.co/uhJOJ3a2yV,postpartum,postpartum,neutral
"When you literally almost died a week ago, and everyone keeps trying to downplay your emotions around the fact that your whole life changed. I no longer feel the same about things I once was certain of. My baby changed that. Her birth changed me. I have postpartum depression/PTSD",postpartum,postpartum,neutral
postpartum depression is the reason im so scared to have a baby,postpartum,postpartum,neutral
I have postpartum depression but from getting home from tour last night,postpartum,postpartum,neutral
"@awlivv @theyreallyfnhot my parents forced me to have my daughter, even though i didn't want kids. i love her to death, but now still deal with postpartum depression 3 years later. no more for me",postpartum,postpartum,neutral
My first year of postpartum depression is a guilt I will always have. I know now what I went through was not my fault  it makes me no less of a mother but my mom guilt wont ever let me stop trying to make up for it.,postpartum,postpartum,neutral
A year later and I barely feel like Im starting to gain control of my postpartum depression on a regular basis. It is definitely not talked about to enough. Being a parent is SO rough. Even when you have a é‰good babyé‰‚.,postpartum,postpartum,neutral
I said I think I have postpartum depression and you literally just ignored it. Like it never happened,postpartum,postpartum,neutral
everytime I have to see my bd face I literally feel my postpartum depression take over my whole body,postpartum,postpartum,neutral
Never thought Id have to feel postpartum depression because my life is all Ive ever wanted it to beçŒž but here I am.,postpartum,postpartum,neutral
8 years ago I attempted suicide after experiencing postpartum depression following a miscarriage. There are so many beautiful things I would have missed out on. If youre struggling today just know that not everyday will feel like this. I hope you find your peace î˜²,postpartum,postpartum,neutral
Sometimes I have symptoms of postpartum depression after releasing gas,postpartum,postpartum,neutral
I really feel like breastfeeding has a lot to do with postpartum depression i refuse to go that route this time I hate how doctors try to push that on you when youre home alone trying to take care of yourself healing up and a newborn and might not have help around the clock,postpartum,postpartum,neutral
@GaryPB67 It's not that easy I agree. I have postpartum depression and high anxiety. I totally understand. &lt;3 it will get a bit better with time. &lt;3,postpartum,postpartum,neutral
"So ah....
 
 I might have Postpartum Depression.
 
 That explains a lot...",postpartum,postpartum,neutral
I took a few months off work to take care of myself and my son due to slow healing and postpartum depression. Got called a broke bitch in my own home that would have been otherwise unattainable or sustainable without me by my son's paternal grandfather.,postpartum,postpartum,neutral
"My postpartum depression has come back but thankfully I have my man who instead of alienating me, did everything he could to make me feel better and I appreciate the fuck out of that",postpartum,postpartum,neutral
@koobunii I got sleep and then postpartum depression and then I got double dating and then I just have up,postpartum,postpartum,neutral
I didn't get a full nights sleep for 3 years after having my 1st baby. Lack of sleep gave me postpartum depression  anxiety. I literally went crazy  still have flashbacks to those scary times. Forgive me if I have no patience for why didn't you just you try ___? I DID TRY,postpartum,postpartum,neutral
I almost killed myself and I wanted to harm my own daughter because of postpartum depression. Also I almost died in the delivery room. My OB called it one of his hardest deliveries in his 50 years of practice. Some women dont have the support I did. Some women wont make it.,postpartum,postpartum,neutral
"@real_ZLParker Yes, The postpartum depression is real! I be having mental breakdowns so often lol. Thats why I want to have my ME time by working out å¼¸å¾“éˆ²éˆ¾é””ï¿½ https://t.co/GolBvIoZxN",postpartum,postpartum,neutral
Postpartum depression been having me stuck in my own head for a year. Have me feeling like I cant do anything. Lost all my motivation to hit my goals. Just to much shit and I absolutely hate it here,postpartum,postpartum,neutral
@askwpgirl It's not even like the impact ends the second you give birth. Your body and hormones have to recover. I had nearly debilitating postpartum depression and anxiety for more than a year following the birth of our third daughter. It negatively impa,postpartum,postpartum,neutral
"@VeryBadLlama I quit working permanently because of the postpartum depression I got, which I would have had regardless of whether I kept or adopted out my son. It's not like removing a wart.",postpartum,postpartum,neutral
"@derridalicious I had postpartum depression. My advice is, if you have it, dont be ashamed. Dont be afraid to ask for help. There are many who have been there, you arent alone. And please know it does get better.",postpartum,postpartum,neutral
"@familiesmatter This is true, if I would have known how common Postpartum Depression is, I wouldn't have felt so alone. It was almost 20 years ago and thank goodness we are more open about what happens to some of us. Like my Dr said, 'we all think it is s",postpartum,postpartum,neutral
é‰u ok?é‰‚ no I have postpartum depression,postpartum,postpartum,neutral
postpartum depression makes me so sad i hate that women have to go through that sometimes,postpartum,postpartum,neutral
"I got postpartum depression, and tell me why my doctor said é‰ you dont have at least one friend ? Im really concerned now é‰ LMAOOO BAI.",postpartum,postpartum,neutral
"@BlackHippieShit @gabbypilgrim_ @AyyAmbs My postpartum depression, caused by an intense lack of support, led me to some bad physical choices (crash diet, poor food choices for years) that seem to have done actual harm to my body. Now Im mostly out of t",postpartum,postpartum,neutral
"Really grateful for everything I have endured this yearî˜³I have gon thru hell  back, working thru postpartum depression, being unemployed, griefçŒžman so much but God kept me î™ƒå¾“é‰â•§ept my baby boy alive  healthy  that ima always be thankful for æª¹å¾“é‰ï¿½",postpartum,postpartum,neutral
@beccaxjayne This æª¶å¾Ž I had postpartum depression that kept getting dismissed and I was told it was due to my hormones and that itll get easier it didnt now been on antidepressants 4 months and Ive never felt better I still have days but who,postpartum,postpartum,neutral
I was diagnosed with PTSD and postpartum depression today. The therapist I am working with talked to me and gave me some tests before the diagnosis. The past few months/years have been rough  I want to work on my mental health so I can be a better parent.,postpartum,postpartum,neutral
"@Mushydev When I was removed from the program, I was suffering through severe postpartum depression. I was disgusted.
 
 I dont expect Discord to be aware of each of its partners lives, but they should have done better. This partner system is a fucking",postpartum,postpartum,neutral
I have been fighting to get health insurance here in Texas for almost a full year so that I can get my damn postpartum depression treated  i am very much not ok.,postpartum,postpartum,neutral
"@lucyrunaways Friend! You are not alone!! Please know that being honest about how you feel is a sign of the strength and love you have.
 Do not be afraid to seek help. I was treated for postpartum depression with my kids and I would not have been the moth",postpartum,postpartum,neutral
Watching #framingbritneyspears helped me realize I'm not alone when it comes to mental health issues I also like @britneyspears suffered from postpartum depression which can make depression that you already have worse. At the time her dad did what he needed to help Britney,postpartum,postpartum,neutral
"@blackgirlinmain I wish I had support. I was expected to do all the things, despite my undiagnosed at the time mental illness and postpartum depression. I was so very overwhelmed and often thought about s*. A doula would have been helpful. So not a luxury",postpartum,postpartum,neutral
@rapalert4 I really wanna say somethin but I went through a postpartum depression phase for the majority of my 20s æ§± I see that SAME energy in her too æ§¼ã‚´ çŒž..hope shes ok!! Man I bakcflipped to 30 æ§€æ§€ yall can have that unstable shit,postpartum,postpartum,neutral
Like this postpartum shit aint no joke. Im not talking postpartum depression but the baby blues  this battle I have within myself,postpartum,postpartum,neutral
"It's been a tough year dealing with postpartum depression. Some rough stretches. I'm happy to say that the clouds have really begun to lift as of late. Having far fewer days where I feel like my brain is being suffocated. 
 
 So, so thankful for the people who've helped me through.",postpartum,postpartum,neutral
That girl is definitely gonna need therapy for her mental. I never experienced postpartum depression after my baby but I know women who have and I know its REAL. And its tough.,postpartum,postpartum,neutral
"See I was blessed enough to have short span postpartum depression.. but to the women still battling with it please hang on! You are more then enough, strong enough, beautiful enough! #postpartum we need to talk about it and embrace it",postpartum,postpartum,neutral
@BernieSanders I agree i have a 3 week old baby and have been experiencing postpartum depression however i have still been working since my daughter was 6 days old with no breaks no bonding time this is sad,postpartum,postpartum,neutral
I have prepartum postpartum depression anxiety,postpartum,postpartum,neutral
"3 years ago I went through a season that destroyed me: left a relationship, became a new mom, postpartum depression, depression and anxiety, loneliness, health issues, self sabotage. 3 years later I am the best and happiness I have ever been and healthy. The power of prayeræª¹å¾‘é‰‚ã‚ç¬",postpartum,postpartum,neutral
I had Postpartum depression on top of the regular depression I normally have I have tried almost every SSRI and every single one makes me vomit with in 2 hours of taking them. And every time I tell a doctor this they are just like lets try this one instead æª­,postpartum,postpartum,neutral
@RawBeautyKristi Mental health is so important. Some people didn't understand. If I knew when I had babies that I would get postpartum depression I would have a better plan,postpartum,postpartum,neutral
Please pray for me I am going thru postpartum depression and have nobody to turn too æª¨,postpartum,postpartum,neutral
I was diagnosed with #postpartum depression after having my son this year. I often wonder how many people in my life are going through the same thing but dont have access to care or an understanding support system #mentalhealth #MentalHealthAwareness,postpartum,postpartum,neutral
I feel like Im trying really hard to ignore the fact that I probably am experiencing postpartum depression/ have been for the last few months,postpartum,postpartum,neutral
"Im very open about mental health and I can say I do have postpartum depression but first step is talking about it. If you suffer from this, please speak to someone about it.",postpartum,postpartum,neutral
"I dont have any starting/before pics really because after having a baby, I had postpartum depression and could barely even look in a mirror. Now I feel my old confident and beautiful self again. Weight loss or not, I feel beautiful again. Hitting a goal like this made it better!",postpartum,postpartum,neutral
I really feel like Im getting postpartum depression before I even have her like can Is that even possible,postpartum,postpartum,neutral
@MamaDoctorJones Yes! I might have realized I had postpartum depression sooner if my partner could have taken more than 3 weeks. Or maybe not have overdid it and set myself back with my c-section healing.,postpartum,postpartum,neutral
"At four weeks postpartum I was so sleep deprived that I hallucinated. I was suicidal and punched walls in secret, fueled by undiagnosed postpartum depression and rage. And still 2 weeks away from my first postpartum checkup.
 Going back to work then might literally have killed me.",postpartum,postpartum,neutral
To prevent postpartum depression ima eat my placenta but as a supplement after I have a natural lotus birth I already KNOW how ima handle motherhood its literally going to be THE BEST thing I have ever accomplished on meã‚º,postpartum,postpartum,neutral
"My postpartum depression was driven by disappointment and anger, because I was forced into a dangerous situation by a doctor. If I didnt have the time to heal my body AND my mind, I know where I would have ended up.",postpartum,postpartum,neutral
"At 4 weeks I was still in the very dark pit of postpartum depression, not eating, hardly sleeping, crying often, overwhelmed, and hating myself because I wasnt happy when everyone thought I should be. 6 weeks after was hard enough. 4 would have broken me. Literally.",postpartum,postpartum,neutral
Told my mom my postpartum depression is up the roof and she had the nerve to say I have no reason to be depressed. Hispanic mommas. Gotta love them. ã‚³,postpartum,postpartum,neutral
"i am so happy to be part of @TaskUsPH they take care of u physically and mentally. I have postpartum depression for almost 4 months, and they're taking good care of me ã‚º FINALLY! A company that really puts you first é‰‚ã‚ç¬",postpartum,postpartum,neutral
Struggling with all these hormones todayçŒž and everyone around me is so worried and postpartum depression I am worried to show any é‰weaknessé‰‚çŒž being human is hard and I shouldnt have bothered applying mascara this morning.,postpartum,postpartum,neutral
"@_MikeBishop My treatment started for what was postpartum depression  anxiety, which I suspected (and have confirmed) was actually just regular depression/anxiety (lol) and I havent been really meeting my goals geared toward focus  motivation",postpartum,postpartum,neutral
The fact that I been dealing with depression for so many years then to have postpartum depression after giving birth I'm just ugh æ§±,postpartum,postpartum,neutral
"@abdulahadkm @habelphilippe I still have episodes of darkness engulfing me, for me it started as postpartum depression.. But, it's curable, through modern medicine and therapy and right support system..",postpartum,postpartum,neutral
Some of these comments are GROSS and I am not surprised. I truly despise you people. Coming from a single mom of 2 and that dealt with postpartum depressionçŒžthat shit is REAL. Thankfully I have a village and was able to get the help and support I needed but this is heartbreaking,postpartum,postpartum,neutral
Swear I found out who my real friends where when I was goin through postpartum depression. Ya really gotta start checking on ya friends after they have babies cus that shit is no joke.,postpartum,postpartum,neutral
@xoxospears I could bet money that none of them have any idea how debilitating postpartum depression can be,postpartum,postpartum,neutral
"@BadMedicalTakes Yeah, I have postpartum depression, I'm sad since I was born.
 /j",postpartum,postpartum,neutral
"@ArmyVetDem I have had some serious family issues involving suicide, brought on by postpartum depression and a lot of abuse no one was aware about. Bequeathed to me are a 2 year old and a preemie just released Friday I need a break and would love to be di",postpartum,postpartum,neutral
"@MeghanMcCain I can totally have empathy for those issues, however you did have a history of being nasty, and disrespectful to the woman on the show. You never had a nice or positive thing to say. I suffered from postpartum depression. I understand it ver",postpartum,postpartum,neutral
"@PaidLeaveforAll I believe that too.
 I returned to work 2 weeks after having a baby because I couldn't afford to not have an income.
 I remember struggling with postpartum depression, then the agony of leaving my tiny human at home at that age. I hope ot",postpartum,postpartum,neutral
@khayadlanga I was a victim of this . It caused me to have postpartum depression. I was so sad when I read the false reasons written down by the gyne for why I needed c section. I really wanted a natural birthed .They pretended to induce me when in actual,postpartum,postpartum,neutral
"Its already bad enough I have to deal with my own personal thoughts, fighting off postpartum depression and adjusting to my new role as mom. I really dont need anybody to comment or make reference about my weight.",postpartum,postpartum,neutral
Ive been in such a mental funk. Postpartum depression maybe. The guilt I feel wanting to explore alone or focus on something not related to my job is heavy. I have an urge to write but cant. The urge to create content but wont. And co-star app aint helping,postpartum,postpartum,neutral
So postpartum depression/psychosis/whatever finally hit me like a ton of bricks last night. I took it out on my husband and shouldn't have. I get it. Now really depressed today. It's not about the baby tho. It's about what I can and can't do right now,postpartum,postpartum,neutral
@evansfanaccount Definitely agree with you on this I have depression and anxiety and on medication for both my anxiety became worse when I was pregnant and then got postpartum depression after my son was born but the big change that made my Doctor up my m,postpartum,postpartum,neutral
"@MattWalshBlog It seems as though there is a stigma attached to paternity leave. While I cannot speak for anyone else, I can say I had such a bad case of postpartum depression after having my son. The care taking duties were repetitive, and I would have h",postpartum,postpartum,neutral
Found out I have postpartum depression  its worse being that my baby dad is not hereã‚º,postpartum,postpartum,neutral
@BradMossEsq @TuckerCarlson My husband took time off even though his company didnt offer paternity leave after our son was born. I had terrible postpartum depression and was so grateful to have his support. Tucker is a terrible person and does not know,postpartum,postpartum,neutral
"@J0_Plays i felt so much shame going through postpartum depression so the fact that youre here and talking about it openly,shows just how much strength you have. you can do this mama, its hard but mums are so resilient! it wont last even thoug",postpartum,postpartum,neutral
God forbid I actually have postpartum depressionçŒž,postpartum,postpartum,neutral
@laylasxmommy06 You got this. Just try a little more each day. æŒ„æª¹å¾ Im still pregnant but I have depression regardless so I know postpartum depression gon hit me bad,postpartum,postpartum,neutral
"I have had anxiety and depression for a very long time, and recently Ive been suffering from postpartum depression as well. Along with the condition came a lot of guilt. I have a great life, and in a lot of ways right now I have everything Ive ever wanted.",postpartum,postpartum,neutral
I didnt have help from family or my husband after FOUR cesareans plus I worked and was a homeschool learning coach. I suffered from postpartum depression on and off for several years but breast feeding them helped me through the worst part. Never wanted to hurt my baby tho îå¾‘éˆ²éˆ¾é””ï¿½,postpartum,postpartum,neutral
@D1RTYGREMLIN Listen I know. I have severe anxiety and had postpartum depression real bad and it almost sent me right back. I couldnt let it cuz my daughter looks up to me. Thats the only reason I dont give up man. If you need somebody Im here,postpartum,postpartum,neutral
"@NotYoMama9 In my postpartum depression screening they asked if I ever wanted to go to sleep and not wake up. I was like YES! I have a toddler and newborn, Id love some uninterrupted sleep æ§€",postpartum,postpartum,neutral
"@YouTubeCreators Myself. I found it hard when I was diagnosed with postpartum depression, and I didn't have anyone to share my struggle with.",postpartum,postpartum,neutral
"I have postpartum depression just READING this! Seriously, WTF!",postpartum,postpartum,neutral
i feel like i have postpartum depression minus the baby,postpartum,postpartum,neutral
"@kendraffe I had severe pre and postpartum depression. If you do experience postpartum depression, getting enough sleep is essential. If you have anyone who can help out or you can afford help do it. I had twins  would sleep from 9-5 when the nanny w",postpartum,postpartum,neutral
I came to the conclusion that i was depressed for years after i had my son. It genuinely felt like postpartum depression for so long. And now i feel free. At peace. Happier than Ive ever been and i have God to thank for that.,postpartum,postpartum,neutral
This wouldve helped with my postpartum depression so much æ§¶ Not having another kid until I can afford to have a doula.,postpartum,postpartum,neutral
"I struggled mightily with postpartum depression. 
 
 I was lucky enough to have items 1  2 on this list éˆ¹ leave and health care. 
 
 3 is what saved me. 
 
 https://t.co/Dypdff0tzW via @19thnews",postpartum,postpartum,neutral
@MissionMomplex That is good. I had 3 years of postpartum depression and we had some bumpy times. I got help and we still have some land mines when it comes to that but in general its improved through the years. Our kid is 13 nowçŒž it was 10 years ago,postpartum,postpartum,neutral
"I needed this especially with the twins æ§¶ 
 My postpartum depression would probably have never existed",postpartum,postpartum,neutral
"@NitroGames6 Hi Nitro!!
 I've been struggling with some touches of postpartum depression/anxiety, so I have some ups and downs with the mental health days. Physically, I'm still not in the best of shape. I'm still healing and a little weak.
 Baby is perfe",postpartum,postpartum,neutral
"since you've tweeted this I can only imagine you have internet access, so maybe google about postpartum depression æ§ˆæ§ˆ",postpartum,postpartum,neutral
"@LeroyClarke16 @BadGyallRiRi So that i will possibly have to deal with Postpartum depression, nah I am good. I will endure those 5/6 days every month for now",postpartum,postpartum,neutral
"Three years ago I was at my lowest, shitty job schedule, postpartum depression, etc. now we have our own house and a blessed job that Im able to financially be stable with and I couldnt be more thankful for the crazy road that lead me here æŒ„",postpartum,postpartum,neutral
Hey  é‰I am not okayé‰‚ é‰I am strugglingé‰‚ and é‰I think Im experiencing postpartum depressioné‰‚ til I actually get some fucking help around here. Do I have to k word myself or what,postpartum,postpartum,neutral
@xtiechirinos @corymiller303 @benUNC @yvettesonneveld It 100% takes financial security. Would we have lost clients if I had written publicly about my postpartum depression and how much I hated my business a few years back? What if I admitted that I had st,postpartum,postpartum,neutral
"I feel alone. I feel like Im carrying my whole family on my back and at the same time I cannot heal from my own injuries. I dont believe I have postpartum depression, but I do know that I am anxious and overwhelmed.",postpartum,postpartum,neutral
"@ItsThreeSixty SO PROUD OF YOU !! 
 
 My postpartum depression has been kicking my ass so hard. Still proud of how far I have came as a new mom, photographer,  digital artist in the last year.",postpartum,postpartum,neutral
I hate that I have happy going energy bc everybody always think Im okay but postpartum depression been tearing my ass up,postpartum,postpartum,neutral
"This year has been so heavy from dealing with postpartum depression to losing our baby cousin and the verse that always stays in my heart: For I know the plans I have for you,' declares the Lord, 'plans to prosper you and not to harm you, plans to give you a hope and a future.",postpartum,postpartum,neutral
"@yumi8228 I'm sorry if I said too much.
 I have son and daughter. I had Postpartum depression. I met 17, my life was changed from him. He makes me feel better too.",postpartum,postpartum,neutral
I had my first appointment with a psychiatrist today to work on helping my postpartum depression. We have an action plan and I've got a check in in 2 weeks.,postpartum,postpartum,neutral
Yes. I have postpartum depression.,postpartum,postpartum,neutral
"After giving birth I literally cry so much for everything ã‚²ã‚º not really bc Im sad, and some say its bc I might have postpartum depression, others bc my hormones are trying to regulate, and others bc I had gotten preeclampsia.",postpartum,postpartum,neutral
